proyecto_codigo,proyecto_nombre,proyecto_direccion,proyecto_ciudad,proyecto_map_q,proyecto_tiene_carrusel,proyecto_amenities,id,url_landing_relativa,url_ficha_pdf_relativa,title,tipo,tipo_raw,unit_label,piso,m2,m2_numeric,precio_usd,precio_usd_numeric,estado,dormitorios,banos,sup_cubierta_exclusiva,sup_interior_exclusiva,sup_de_uso_exclusiva,patio_exclusivo,balcon_exclusivo,terraza_exclusiva,sup_equivalente,cochera,tiene_planta,floor_plan,planta_title,tiene_dimensiones,dimensions_json,ficha_json,hero_image,desc_image,wa_text,wa_url,tel_url
p15ol,Elysian Lagos,Ovidio Lagos 1163,Rosario,Ovidio+Lagos+1163%2C+Rosario%2C+Santa+Fe%2C+Argentina,True,Hall de ingreso vidriado con diseño | Ascensores | Parrillas en terraza | Bauleras disponibles | Espacios comunes equipados,p15_elyol_10y11-02,p15_elyol_10y11-02/p15_elyol_10y11-02.html,p15_elyol_10y11-02/ficha.pdf,Elysian Lagos · Duplex 10-02/11-02 · Piso 10/11 · Pensaer 15,Duplex 3 dormitorios,DEPARTAMENTO-DUPLEX 3 DORMITORIOS,10-02/11-02,Piso 10/11,190,190.0,325.000,325000,Disponible de tercero,3,3,148 m²,,,,,,,,True,../plantas_p15ol/planta_duplex_10-11.png,Planta del Duplex<br>Piso 10° y 11°.,False,[],"[{""clave"": ""Tipo"", ""valor"": ""Duplex""}, {""clave"": ""Dormitorios"", ""valor"": ""3""}, {""clave"": ""Baños"", ""valor"": ""3""}, {""clave"": ""Sup. cubierta exclusiva"", ""valor"": ""148 m²""}, {""clave"": ""Balcones"", ""valor"": ""30 m²""}, {""clave"": ""Terraza Piso 11°"", ""valor"": ""12 m²""}, {""clave"": ""Superficie equivalente"", ""valor"": ""190 m²""}, {""clave"": ""Piso"", ""valor"": ""Piso 10/11""}, {""clave"": ""Precio de lista"", ""valor"": ""USD 325.000""}, {""clave"": ""Estado"", ""valor"": ""Disponible de tercero""}, {""clave"": ""Edificio"", ""valor"": ""Elysian Lagos""}]",../render_p15_ol.jpg,,Hola%2C%20me%20interesa%20el%20duplex%2010-02%2F11-02%20de%20Elysian%20Ovidio%20Lagos%201163,https://wa.me/5493416980855?text=Hola%2C%20me%20interesa%20el%20duplex%2010-02%2F11-02%20de%20Elysian%20Ovidio%20Lagos%201163,tel:+5493416980855
p15sj,Elysian San Juan,San Juan 2741-53,Rosario,San+Juan+2741%2C+Rosario%2C+Santa+Fe%2C+Argentina,True,Hall de doble altura | Doble ascensor | SUM | Pileta | Gimnasio | Cowork | Cocheras | Amplio patio sectorizado | Terraza con parrilla | Juegos | Bauleras disponibles,p15_elysj_5-05-07,p15_elysj_5-05-07/p15_elysj_5-05-07.html,p15_elysj_5-05-07/ficha.pdf,Elysian San Juan · Unidad 05-07 · Piso 5 · Pensaer 15,Departamento 1 dormitorio,DEPARTAMENTO-1 DORMITORIO,05-07,Piso 5,"58,5",58.5,110.000,110000,Disponible de tercero,1,1,,,,,,,,,True,../plantas_p15sj/planta_p5.png,Planta del Piso 5°.,False,[],"[{""clave"": ""Tipo"", ""valor"": ""Departamento""}, {""clave"": ""Dormitorios"", ""valor"": ""1""}, {""clave"": ""Baños"", ""valor"": ""1""}, {""clave"": ""Superficie"", ""valor"": ""58,5 m²""}, {""clave"": ""Piso"", ""valor"": ""Piso 5""}, {""clave"": ""Precio de lista"", ""valor"": ""USD 110.000""}, {""clave"": ""Estado"", ""valor"": ""Disponible de tercero""}, {""clave"": ""Edificio"", ""valor"": ""Elysian San Juan""}]",../render_p15_sj.jpg,,Hola%2C%20me%20interesa%20la%20unidad%2005-07%20de%20Elysian%20San%20Juan%202741,https://wa.me/5493416980855?text=Hola%2C%20me%20interesa%20la%20unidad%2005-07%20de%20Elysian%20San%20Juan%202741,tel:+5493416980855
p15sj,Elysian San Juan,San Juan 2741-53,Rosario,San+Juan+2741%2C+Rosario%2C+Santa+Fe%2C+Argentina,True,Hall de doble altura | Doble ascensor | SUM | Pileta | Gimnasio | Cowork | Cocheras | Amplio patio sectorizado | Terraza con parrilla | Juegos | Bauleras disponibles,p15_elysj_6-06-04,p15_elysj_6-06-04/p15_elysj_6-06-04.html,p15_elysj_6-06-04/ficha.pdf,Elysian San Juan · Unidad 06-04 · Piso 6 · Pensaer 15,Departamento 2 dormitorios,DEPARTAMENTO-2 DORMITORIOS,06-04,Piso 6,"63,5",63.5,150.000,150000,Disponible de tercero,2,2,,,,,,,,,True,../plantas_p15sj/planta_p6.png,Planta del Piso 6°.,False,[],"[{""clave"": ""Tipo"", ""valor"": ""Departamento""}, {""clave"": ""Dormitorios"", ""valor"": ""2""}, {""clave"": ""Baños"", ""valor"": ""2""}, {""clave"": ""Superficie"", ""valor"": ""63,5 m²""}, {""clave"": ""Piso"", ""valor"": ""Piso 6""}, {""clave"": ""Precio de lista"", ""valor"": ""USD 150.000""}, {""clave"": ""Estado"", ""valor"": ""Disponible de tercero""}, {""clave"": ""Edificio"", ""valor"": ""Elysian San Juan""}]",../render_p15_sj.jpg,../renders_p15sj/unit_d6.jpg,Hola%2C%20me%20interesa%20la%20unidad%2006-04%20de%20Elysian%20San%20Juan%202741,https://wa.me/5493416980855?text=Hola%2C%20me%20interesa%20la%20unidad%2006-04%20de%20Elysian%20San%20Juan%202741,tel:+5493416980855
p15sj,Elysian San Juan,San Juan 2741-53,Rosario,San+Juan+2741%2C+Rosario%2C+Santa+Fe%2C+Argentina,True,Hall de doble altura | Doble ascensor | SUM | Pileta | Gimnasio | Cowork | Cocheras | Amplio patio sectorizado | Terraza con parrilla | Juegos | Bauleras disponibles,p15_elysj_9-09-02,p15_elysj_9-09-02/p15_elysj_9-09-02.html,p15_elysj_9-09-02/ficha.pdf,Elysian San Juan · Unidad 09-02 · Piso 9 · Pensaer 15,Departamento 1 dormitorio,DEPARTAMENTO-1 DORMITORIO,09-02,Piso 9,52,52.0,110.000,110000,Disponible de tercero,1,1,,,,,,,,,True,../plantas_p15sj/planta_p9.png,Planta del Piso 9°.,False,[],"[{""clave"": ""Tipo"", ""valor"": ""Departamento""}, {""clave"": ""Dormitorios"", ""valor"": ""1""}, {""clave"": ""Baños"", ""valor"": ""1""}, {""clave"": ""Superficie"", ""valor"": ""52 m²""}, {""clave"": ""Piso"", ""valor"": ""Piso 9""}, {""clave"": ""Precio de lista"", ""valor"": ""USD 110.000""}, {""clave"": ""Estado"", ""valor"": ""Disponible de tercero""}, {""clave"": ""Edificio"", ""valor"": ""Elysian San Juan""}]",../render_p15_sj.jpg,,Hola%2C%20me%20interesa%20la%20unidad%2009-02%20de%20Elysian%20San%20Juan%202741,https://wa.me/5493416980855?text=Hola%2C%20me%20interesa%20la%20unidad%2009-02%20de%20Elysian%20San%20Juan%202741,tel:+5493416980855
p16,Eryn,Salta 1466-1474,Rosario,Salta+1466%2C+Rosario%2C+Santa+Fe%2C+Argentina,True,Hall de ingreso premium | 2 ascensores | Bauleras por unidad | SUM / Sala de usos múltiples | Gimnasio | Pileta | Cocheras disponibles | Terraza equipada,p16_eryn_1-01-03,p16_eryn_1-01-03/p16_eryn_1-01-03.html,p16_eryn_1-01-03/ficha.pdf,Eryn · Unidad 01-03 · Piso 1 · Pensaer 16,Departamento 3 dormitorios,DEPARTAMENTO-3 DORMITORIOS,01-03,Piso 1,175,175.0,367.500,367500,Disponible de tercero,3,3,131 m²,,,88 m²,,,175 m²,,True,../plantas_p16/planta_1_c.png,Distribución<br>de la unidad C.,True,"[{""ambiente"": ""Estar comedor"", ""medida"": ""6,65 × 5,10 m""}, {""ambiente"": ""Cocina"", ""medida"": ""5,02 × 3,12 m""}, {""ambiente"": ""Dormitorio 1"", ""medida"": ""3,06 × 3,71 m""}, {""ambiente"": ""Dormitorio 2"", ""medida"": ""3,00 × 3,71 m""}, {""ambiente"": ""Dormitorio ppal."", ""medida"": ""3,00 × 4,71 m""}, {""ambiente"": ""Vestidor"", ""medida"": ""2,14 × 3,04 m""}, {""ambiente"": ""Baño 1"", ""medida"": ""1,70 × 1,67 m""}, {""ambiente"": ""Baño 2"", ""medida"": ""2,43 × 2,31 m""}, {""ambiente"": ""Baño en suite"", ""medida"": ""2,54 × 2,91 m""}, {""ambiente"": ""Patio exclusivo"", ""medida"": ""87,65 m²""}]","[{""clave"": ""Tipo"", ""valor"": ""Departamento""}, {""clave"": ""Dormitorios"", ""valor"": ""3""}, {""clave"": ""Baños"", ""valor"": ""3""}, {""clave"": ""Sup. cubierta exclusiva"", ""valor"": ""131 m²""}, {""clave"": ""Patio exclusivo"", ""valor"": ""88 m²""}, {""clave"": ""Sup. equivalente"", ""valor"": ""175 m²""}, {""clave"": ""Piso"", ""valor"": ""Piso 1""}, {""clave"": ""Precio de lista"", ""valor"": ""USD 367.500""}, {""clave"": ""Estado"", ""valor"": ""Disponible de tercero""}, {""clave"": ""Edificio"", ""valor"": ""Eryn""}]",../render_p16.jpg,,Hola%2C%20me%20interesa%20la%20unidad%2001-03%20del%20edificio%20Eryn%2C%20Salta%201466,https://wa.me/5493416980855?text=Hola%2C%20me%20interesa%20la%20unidad%2001-03%20del%20edificio%20Eryn%2C%20Salta%201466,tel:+5493416980855
p16,Eryn,Salta 1466-1474,Rosario,Salta+1466%2C+Rosario%2C+Santa+Fe%2C+Argentina,True,Hall de ingreso premium | 2 ascensores | Bauleras por unidad | SUM / Sala de usos múltiples | Gimnasio | Pileta | Cocheras disponibles | Terraza equipada,p16_eryn_1-01-04,p16_eryn_1-01-04/p16_eryn_1-01-04.html,p16_eryn_1-01-04/ficha.pdf,Eryn · Unidad 01-04 · Piso 1 · Pensaer 16,Departamento 3 dormitorios,DEPARTAMENTO-3 DORMITORIOS,01-04,Piso 1,172,172.0,361.200,361200,Disponible de tercero,3,2,103 m²,,,138 m²,,,172 m²,,True,../plantas_p16/planta_1_d.png,Distribución<br>de la unidad D.,True,"[{""ambiente"": ""Estar comedor"", ""medida"": ""6,02 × 3,36 m""}, {""ambiente"": ""Cocina"", ""medida"": ""4,50 × 2,75 m""}, {""ambiente"": ""Dormitorio 1"", ""medida"": ""3,52 × 3,00 m""}, {""ambiente"": ""Dormitorio 2"", ""medida"": ""3,52 × 2,95 m""}, {""ambiente"": ""Dormitorio ppal."", ""medida"": ""2,92 × 3,05 m""}, {""ambiente"": ""Vestidor"", ""medida"": ""2,92 × 1,49 m""}, {""ambiente"": ""Baño 1"", ""medida"": ""1,40 × 1,90 m""}, {""ambiente"": ""Antebaño"", ""medida"": ""1,40 × 0,90 m""}, {""ambiente"": ""Baño en suite"", ""medida"": ""1,97 × 2,03 m""}, {""ambiente"": ""Patio exclusivo"", ""medida"": ""140,15 m²""}]","[{""clave"": ""Tipo"", ""valor"": ""Departamento""}, {""clave"": ""Dormitorios"", ""valor"": ""3""}, {""clave"": ""Baños"", ""valor"": ""2""}, {""clave"": ""Sup. cubierta exclusiva"", ""valor"": ""103 m²""}, {""clave"": ""Patio exclusivo"", ""valor"": ""138 m²""}, {""clave"": ""Sup. equivalente"", ""valor"": ""172 m²""}, {""clave"": ""Piso"", ""valor"": ""Piso 1""}, {""clave"": ""Precio de lista"", ""valor"": ""USD 361.200""}, {""clave"": ""Estado"", ""valor"": ""Disponible de tercero""}, {""clave"": ""Edificio"", ""valor"": ""Eryn""}]",../render_p16.jpg,,Hola%2C%20me%20interesa%20la%20unidad%2001-04%20del%20edificio%20Eryn%2C%20Salta%201466,https://wa.me/5493416980855?text=Hola%2C%20me%20interesa%20la%20unidad%2001-04%20del%20edificio%20Eryn%2C%20Salta%201466,tel:+5493416980855
p16,Eryn,Salta 1466-1474,Rosario,Salta+1466%2C+Rosario%2C+Santa+Fe%2C+Argentina,True,Hall de ingreso premium | 2 ascensores | Bauleras por unidad | SUM / Sala de usos múltiples | Gimnasio | Pileta | Cocheras disponibles | Terraza equipada,p16_eryn_3-03-03,p16_eryn_3-03-03/p16_eryn_3-03-03.html,p16_eryn_3-03-03/ficha.pdf,Eryn · Unidad 03-03 · Piso 3 · Pensaer 16,Departamento 2 dormitorios,DEPARTAMENTO-2 DORMITORIOS,03-03,Piso 3,83,83.0,215.800,215800,Disponible de tercero,2,2,,,83 m²,,,,,,True,../plantas_p16/planta_2-4-6-7_c.png,"Planta de la unidad C<br>Pisos 2°, 3°, 4°, 6° y 7°.",True,"[{""ambiente"": ""Estar comedor"", ""medida"": ""3,13 × 6,45 m""}, {""ambiente"": ""Cocina"", ""medida"": ""2,95 × 2,36 m""}, {""ambiente"": ""Dormitorio 1"", ""medida"": ""2,93 × 3,72 m""}, {""ambiente"": ""Dormitorio ppal."", ""medida"": ""3,07 × 3,15 m""}, {""ambiente"": ""Vestidor"", ""medida"": ""2,14 × 1,55 m""}, {""ambiente"": ""Baño 1"", ""medida"": ""1,40 × 1,91 m""}, {""ambiente"": ""Antebaño"", ""medida"": ""1,52 × 0,88 m""}, {""ambiente"": ""Baño en suite"", ""medida"": ""1,40 × 2,68 m""}, {""ambiente"": ""Balcón"", ""medida"": ""2,64 × 1,62 m""}]","[{""clave"": ""Tipo"", ""valor"": ""Departamento""}, {""clave"": ""Dormitorios"", ""valor"": ""2""}, {""clave"": ""Baños"", ""valor"": ""2""}, {""clave"": ""Sup. de uso exclusiva"", ""valor"": ""83 m²""}, {""clave"": ""Piso"", ""valor"": ""Piso 3""}, {""clave"": ""Precio de lista"", ""valor"": ""USD 215.800""}, {""clave"": ""Estado"", ""valor"": ""Disponible de tercero""}, {""clave"": ""Edificio"", ""valor"": ""Eryn""}]",../render_p16.jpg,,Hola%2C%20me%20interesa%20la%20unidad%2003-03%20del%20edificio%20Eryn%2C%20Salta%201466,https://wa.me/5493416980855?text=Hola%2C%20me%20interesa%20la%20unidad%2003-03%20del%20edificio%20Eryn%2C%20Salta%201466,tel:+5493416980855
p16,Eryn,Salta 1466-1474,Rosario,Salta+1466%2C+Rosario%2C+Santa+Fe%2C+Argentina,True,Hall de ingreso premium | 2 ascensores | Bauleras por unidad | SUM / Sala de usos múltiples | Gimnasio | Pileta | Cocheras disponibles | Terraza equipada,p16_eryn_10-10-01,p16_eryn_10-10-01/p16_eryn_10-10-01.html,p16_eryn_10-10-01/ficha.pdf,Eryn · Unidad 10-01 · Piso 10 · Pensaer 16,Departamento 3 dormitorios,DEPARTAMENTO-3 DORMITORIOS,10-01,Piso 10,200,200.0,450.000,450000,Disponible,3,3,125 m²,,,,25 m²,110 m²,200 m²,,True,../plantas_p16/planta_10_a.png,Planta del Piso 10°<br>+ terraza exclusiva.,True,"[{""ambiente"": ""Estar comedor"", ""medida"": ""6,06 × 5,33 m""}, {""ambiente"": ""Cocina"", ""medida"": ""2,29 × 3,98 m""}, {""ambiente"": ""Lavadero"", ""medida"": ""2,29 × 2,15 m""}, {""ambiente"": ""Dormitorio 1"", ""medida"": ""3,52 × 2,83 m""}, {""ambiente"": ""Dormitorio 2"", ""medida"": ""3,53 × 2,83 m""}, {""ambiente"": ""Dormitorio ppal."", ""medida"": ""2,93 × 2,94 m""}, {""ambiente"": ""Vestidor"", ""medida"": ""2,16 × 3,05 m""}, {""ambiente"": ""Baño 1"", ""medida"": ""1,88 × 1,34 m""}, {""ambiente"": ""Baño 2"", ""medida"": ""2,48 × 2,02 m""}, {""ambiente"": ""Baño en suite"", ""medida"": ""2,49 × 2,02 m""}, {""ambiente"": ""Balcón"", ""medida"": ""18,79 × 1,85 m""}, {""ambiente"": ""Terraza"", ""medida"": ""19,00 × 5,45 m""}]","[{""clave"": ""Tipo"", ""valor"": ""Departamento""}, {""clave"": ""Dormitorios"", ""valor"": ""3""}, {""clave"": ""Baños"", ""valor"": ""3""}, {""clave"": ""Sup. cubierta exclusiva"", ""valor"": ""125 m²""}, {""clave"": ""Balcón"", ""valor"": ""25 m²""}, {""clave"": ""Terraza exclusiva"", ""valor"": ""110 m²""}, {""clave"": ""Sup. equivalente"", ""valor"": ""200 m²""}, {""clave"": ""Piso"", ""valor"": ""Piso 10""}, {""clave"": ""Precio de lista"", ""valor"": ""USD 450.000""}, {""clave"": ""Estado"", ""valor"": ""Disponible""}, {""clave"": ""Edificio"", ""valor"": ""Eryn""}]",../render_p16.jpg,,Hola%2C%20me%20interesa%20la%20unidad%2010-01%20del%20edificio%20Eryn%2C%20Salta%201466,https://wa.me/5493416980855?text=Hola%2C%20me%20interesa%20la%20unidad%2010-01%20del%20edificio%20Eryn%2C%20Salta%201466,tel:+5493416980855
p17,Nythu,Brown 1902,Rosario,"-32.9350416,-60.6470425",True,Hall de ingreso de diseño | Ascensores | Gimnasio | Playroom | Parrillero y solarium | Cocheras disponibles | Bauleras por unidad,p17_nythu_3-03-01,p17_nythu_3-03-01/p17_nythu_3-03-01.html,p17_nythu_3-03-01/ficha.pdf,Nythu · Unidad 03-01 · Piso 3 · Pensaer 17,Departamento 3 dormitorios,DEPARTAMENTO-3 DORMITORIOS,03-01,Piso 3,164,164.0,388.000,388000,Disponible de tercero,3,2,,,164 m²,,,,,,True,../plantas_p17/planta_3-5-8-9_a.png,"Planta de la unidad A<br>Pisos 3°, 5°, 8° y 9°.",True,"[{""ambiente"": ""Estar comedor"", ""medida"": ""7,20 × 3,88 m""}, {""ambiente"": ""Cocina"", ""medida"": ""5,23 × 3,45 m""}, {""ambiente"": ""Lavadero"", ""medida"": ""1,46 × 2,48 m""}, {""ambiente"": ""Toilette"", ""medida"": ""1,27 × 1,81 m""}, {""ambiente"": ""Íntimo"", ""medida"": ""2,35 × 4,09 m""}, {""ambiente"": ""Antebaño"", ""medida"": ""1,05 × 1,41 m""}, {""ambiente"": ""Baño"", ""medida"": ""2,09 × 1,41 m""}, {""ambiente"": ""Dormitorio 1"", ""medida"": ""4,20 × 3,19 m""}, {""ambiente"": ""Dormitorio 2"", ""medida"": ""4,20 × 3,19 m""}, {""ambiente"": ""Dormitorio ppal."", ""medida"": ""4,04 × 3,13 m""}, {""ambiente"": ""Vestidor"", ""medida"": ""2,10 × 1,90 m""}, {""ambiente"": ""Baño en suite"", ""medida"": ""1,79 × 2,88 m""}, {""ambiente"": ""Balcón principal"", ""medida"": ""2,31 × 5,45 m""}, {""ambiente"": ""Balcón secund."", ""medida"": ""2,70 × 2,91 m""}, {""ambiente"": ""Balcón lavadero"", ""medida"": ""1,46 × 1,30 m""}]","[{""clave"": ""Tipo"", ""valor"": ""Departamento""}, {""clave"": ""Dormitorios"", ""valor"": ""3""}, {""clave"": ""Baños"", ""valor"": ""2""}, {""clave"": ""Sup. de uso exclusiva"", ""valor"": ""164 m²""}, {""clave"": ""Piso"", ""valor"": ""Piso 3""}, {""clave"": ""Precio de lista"", ""valor"": ""USD 388.000""}, {""clave"": ""Estado"", ""valor"": ""Disponible de tercero""}, {""clave"": ""Edificio"", ""valor"": ""Nythu""}]",../render_p17.jpg,,Hola%2C%20me%20interesa%20la%20unidad%2003-01%20de%20Nythu%20Brown%201902,https://wa.me/5493416980855?text=Hola%2C%20me%20interesa%20la%20unidad%2003-01%20de%20Nythu%20Brown%201902,tel:+5493416980855
p17,Nythu,Brown 1902,Rosario,"-32.9350416,-60.6470425",True,Hall de ingreso de diseño | Ascensores | Gimnasio | Playroom | Parrillero y solarium | Cocheras disponibles | Bauleras por unidad,p17_nythu_5-05-01,p17_nythu_5-05-01/p17_nythu_5-05-01.html,p17_nythu_5-05-01/ficha.pdf,Nythu · Unidad 05-01 · Piso 5 · Pensaer 17,Departamento 3 dormitorios,DEPARTAMENTO-3 DORMITORIOS,05-01,Piso 5,164,164.0,398.000,398000,Disponible,3,2,,,164 m²,,,,,,True,../plantas_p17/planta_3-5-8-9_a.png,"Planta de la unidad A<br>Pisos 3°, 5°, 8° y 9°.",True,"[{""ambiente"": ""Estar comedor"", ""medida"": ""7,20 × 3,88 m""}, {""ambiente"": ""Cocina"", ""medida"": ""5,23 × 3,45 m""}, {""ambiente"": ""Lavadero"", ""medida"": ""1,46 × 2,48 m""}, {""ambiente"": ""Toilette"", ""medida"": ""1,27 × 1,81 m""}, {""ambiente"": ""Íntimo"", ""medida"": ""2,35 × 4,09 m""}, {""ambiente"": ""Antebaño"", ""medida"": ""1,05 × 1,41 m""}, {""ambiente"": ""Baño"", ""medida"": ""2,09 × 1,41 m""}, {""ambiente"": ""Dormitorio 1"", ""medida"": ""4,20 × 3,19 m""}, {""ambiente"": ""Dormitorio 2"", ""medida"": ""4,20 × 3,19 m""}, {""ambiente"": ""Dormitorio ppal."", ""medida"": ""4,04 × 3,13 m""}, {""ambiente"": ""Vestidor"", ""medida"": ""2,10 × 1,90 m""}, {""ambiente"": ""Baño en suite"", ""medida"": ""1,79 × 2,88 m""}, {""ambiente"": ""Balcón principal"", ""medida"": ""2,31 × 5,45 m""}, {""ambiente"": ""Balcón secund."", ""medida"": ""2,70 × 2,91 m""}, {""ambiente"": ""Balcón lavadero"", ""medida"": ""1,46 × 1,30 m""}]","[{""clave"": ""Tipo"", ""valor"": ""Departamento""}, {""clave"": ""Dormitorios"", ""valor"": ""3""}, {""clave"": ""Baños"", ""valor"": ""2""}, {""clave"": ""Sup. de uso exclusiva"", ""valor"": ""164 m²""}, {""clave"": ""Piso"", ""valor"": ""Piso 5""}, {""clave"": ""Precio de lista"", ""valor"": ""USD 398.000""}, {""clave"": ""Estado"", ""valor"": ""Disponible""}, {""clave"": ""Edificio"", ""valor"": ""Nythu""}]",../render_p17.jpg,,Hola%2C%20me%20interesa%20la%20unidad%2005-01%20de%20Nythu%20Brown%201902,https://wa.me/5493416980855?text=Hola%2C%20me%20interesa%20la%20unidad%2005-01%20de%20Nythu%20Brown%201902,tel:+5493416980855
p17,Nythu,Brown 1902,Rosario,"-32.9350416,-60.6470425",True,Hall de ingreso de diseño | Ascensores | Gimnasio | Playroom | Parrillero y solarium | Cocheras disponibles | Bauleras por unidad,p17_nythu_7-07-02,p17_nythu_7-07-02/p17_nythu_7-07-02.html,p17_nythu_7-07-02/ficha.pdf,Nythu · Unidad 07-02 · Piso 7 · Pensaer 17,Departamento 3 dormitorios,DEPARTAMENTO-3 DORMITORIOS,07-02,Piso 7,"138,5",138.5,340.000,340000,Disponible de tercero,3,2,,,"138,5 m²",,,,,,True,../plantas_p17/planta_4-6-7_b.png,"Planta de la unidad B<br>Pisos 4°, 6° y 7°.",True,"[{""ambiente"": ""Estar comedor"", ""medida"": ""3,61 × 7,11 m""}, {""ambiente"": ""Cocina"", ""medida"": ""4,37 × 3,45 m""}, {""ambiente"": ""Toilette"", ""medida"": ""2,51 × 1,22 m""}, {""ambiente"": ""Íntimo / Antebaño"", ""medida"": ""2,02 × 2,11 m""}, {""ambiente"": ""Baño"", ""medida"": ""1,97 × 1,39 m""}, {""ambiente"": ""Dormitorio 1"", ""medida"": ""3,00 × 4,36 m""}, {""ambiente"": ""Dormitorio 2"", ""medida"": ""2,93 × 4,36 m""}, {""ambiente"": ""Dormitorio ppal."", ""medida"": ""3,60 × 4,73 m""}, {""ambiente"": ""Vestidor"", ""medida"": ""1,98 × 2,34 m""}, {""ambiente"": ""Baño en suite"", ""medida"": ""1,83 × 2,34 m""}, {""ambiente"": ""Balcón"", ""medida"": ""3,35 × 2,25 m""}, {""ambiente"": ""Balcón secund."", ""medida"": ""2,00 × 1,24 m""}]","[{""clave"": ""Tipo"", ""valor"": ""Departamento""}, {""clave"": ""Dormitorios"", ""valor"": ""3""}, {""clave"": ""Baños"", ""valor"": ""2""}, {""clave"": ""Sup. de uso exclusiva"", ""valor"": ""138,5 m²""}, {""clave"": ""Piso"", ""valor"": ""Piso 7""}, {""clave"": ""Precio de lista"", ""valor"": ""USD 340.000""}, {""clave"": ""Estado"", ""valor"": ""Disponible de tercero""}, {""clave"": ""Edificio"", ""valor"": ""Nythu""}]",../render_p17.jpg,,Hola%2C%20me%20interesa%20la%20unidad%2007-02%20de%20Nythu%20Brown%201902,https://wa.me/5493416980855?text=Hola%2C%20me%20interesa%20la%20unidad%2007-02%20de%20Nythu%20Brown%201902,tel:+5493416980855
p17,Nythu,Brown 1902,Rosario,"-32.9350416,-60.6470425",True,Hall de ingreso de diseño | Ascensores | Gimnasio | Playroom | Parrillero y solarium | Cocheras disponibles | Bauleras por unidad,p17_nythu_9-09-02,p17_nythu_9-09-02/p17_nythu_9-09-02.html,p17_nythu_9-09-02/ficha.pdf,Nythu · Unidad 09-02 · Piso 9 · Pensaer 17,Departamento 2 dormitorios,DEPARTAMENTO-2 DORMITORIOS,09-02,Piso 9,"123,5",123.5,296.300,296300,Disponible de tercero,2,2,,,"123,5 m²",,,,,,True,../plantas_p17/planta_3-5-8-9_b.png,"Planta de la unidad B<br>Pisos 3°, 5°, 8° y 9°.",True,"[{""ambiente"": ""Estar comedor"", ""medida"": ""4,26 × 6,94 m""}, {""ambiente"": ""Cocina"", ""medida"": ""2,10 × 4,62 m""}, {""ambiente"": ""Lavadero"", ""medida"": ""1,15 × 2,10 m""}, {""ambiente"": ""Baño"", ""medida"": ""2,00 × 2,34 m""}, {""ambiente"": ""Dormitorio"", ""medida"": ""2,90 × 4,31 m""}, {""ambiente"": ""Dormitorio ppal."", ""medida"": ""2,90 × 4,31 m""}, {""ambiente"": ""Vestidor"", ""medida"": ""1,49 × 4,43 m""}, {""ambiente"": ""Baño en suite"", ""medida"": ""1,83 × 2,34 m""}, {""ambiente"": ""Balcón principal"", ""medida"": ""4,60 × 2,25 m""}, {""ambiente"": ""Balcón secund."", ""medida"": ""2,00 × 1,40 m""}]","[{""clave"": ""Tipo"", ""valor"": ""Departamento""}, {""clave"": ""Dormitorios"", ""valor"": ""2""}, {""clave"": ""Baños"", ""valor"": ""2""}, {""clave"": ""Sup. de uso exclusiva"", ""valor"": ""123,5 m²""}, {""clave"": ""Piso"", ""valor"": ""Piso 9""}, {""clave"": ""Precio de lista"", ""valor"": ""USD 296.300""}, {""clave"": ""Estado"", ""valor"": ""Disponible de tercero""}, {""clave"": ""Edificio"", ""valor"": ""Nythu""}]",../render_p17.jpg,,Hola%2C%20me%20interesa%20la%20unidad%2009-02%20de%20Nythu%20Brown%201902,https://wa.me/5493416980855?text=Hola%2C%20me%20interesa%20la%20unidad%2009-02%20de%20Nythu%20Brown%201902,tel:+5493416980855
